17/12/2025 01:23:20,EPSON L3250 Series,Print,PASS
17/12/2025 01:24:14,L3250 Series(Network),Print,PASS
17/12/2025 01:26:30,EPSON L3250 Series,Print,PASS
17/12/2025 01:27:07,Microsoft Print to PDF,Print,PASS
17/12/2025 01:47:43,OneNote (Desktop),Print,PASS
17/12/2025 01:48:07,OneNote for Windows 10,Print,PASS
